id,title,class,is_safety,motivation_score,methodology_score,evaluation_score,total_score,subdomain,confidence,reasoning
vhKe9UFbrJo,Relating by Contrasting: A Data-efficient Framework for Multimodal Generative Models,3,False,,,,,,high,"The paper presents a contrastive framework for multimodal generative models to improve data efficiency. There is no connection to AI safety, fairness, or interpretability; it is a capabilities-focused method for better representation learning. It does not address frontier model alignment or any safety-related concerns."
vujTf_I8Kmc,Attentional Constellation Nets for Few-Shot Learning,3,False,,,,,,high,"The paper proposes a novel architecture for few-shot learning, focusing on improving feature representation and performance on standard benchmarks. There is no connection to AI safety, fairness, truthfulness, or interpretability; it is purely a capabilities improvement method."
zeFrfgyZln,Approximate Nearest Neighbor Negative Contrastive Learning for Dense Text Retrieval,3,False,,,,,,high,"The paper proposes a novel negative sampling method (ANCE) to improve dense text retrieval performance, addressing the bottleneck of uninformative negatives. The sole focus is on improving retrieval accuracy and convergence, with no mention of safety, fairness, interpretability, or alignment. It is a standard capabilities paper, thus classified as Class 3."
w_7JMpGZRh0,Watch-And-Help: A Challenge for Social Perception and Human-AI Collaboration,3,False,,,,,,high,"The paper introduces a challenge for testing social intelligence in agents through human-AI collaboration in household tasks. There is no connection to frontier AI safety, alignment, or risk; the work focuses on improving agent capabilities in perception and coordination, which fits under General Capabilities."
wS0UFjsNYjn,Meta-GMVAE: Mixture of Gaussian VAE for Unsupervised Meta-Learning,3,False,,,,,,high,"The paper proposes an unsupervised meta-learning model (Meta-GMVAE) for few-shot classification, with the primary goal of improving performance on standard benchmarks (Omniglot, Mini-ImageNet). There is no mention of AI safety, alignment, interpretability, fairness, or reliability concerns; it is purely a capabilities-oriented contribution. Therefore, it falls under Class 3: General Capabilities."
whE31dn74cL,A Temporal Kernel Approach for Deep Learning with Continuous-time Information,3,False,,,,,,high,"The paper proposes a temporal kernel method to handle continuous-time information in sequential deep learning models, focusing on improving theoretical consistency and empirical performance. It does not address safety, fairness, truthfulness, or any frontier AI alignment concerns, placing it squarely in General Capabilities (Class 3)."
vYVI1CHPaQg,A Better Alternative to Error Feedback for Communication-Efficient Distributed Learning,3,False,,,,,,high,"The paper proposes a new method for communication-efficient distributed learning using compressed communication, which is purely an optimization and efficiency improvement technique. There is no discussion of AI safety, ethics, alignment, or any aspect related to frontier AI systems, so it falls under General Capabilities."
wb3wxCObbRT,Growing Efficient Deep Networks by Structured Continuous Sparsification,3,False,,,,,,high,"The paper presents a method for dynamically growing and pruning deep network architectures to improve efficiency and reduce computational cost, with no connection to frontier AI safety, alignment, or ethics. The primary goal is improving performance and generalization, placing it firmly in Class 3 (General Capabilities)."
zx_uX-BO7CH,Contextual Transformation Networks for Online Continual Learning,3,False,,,,,,high,"This paper proposes a continual learning method (CTN) to mitigate catastrophic forgetting and improve knowledge transfer in online settings. It is a pure capabilities-focused work with no connection to AI safety, ethics, or transparency, so it belongs in Class 3 (General Capabilities)."
vYeQQ29Tbvx,Training BatchNorm and Only BatchNorm: On the Expressive Power of Random Features in CNNs,3,False,,,,,,high,"The paper studies the expressive power of training only BatchNorm affine parameters in CNNs, focusing on performance and random feature analysis. It has no connection to ethics, fairness, truthfulness, interpretability, or frontier AI safety. Therefore, it is a general capabilities paper (Class 3)."
xCxXwTzx4L1,ChipNet: Budget-Aware Pruning with Heaviside Continuous Approximations,3,False,,,,,,high,"ChipNet presents a structured pruning method for CNNs aimed at reducing model size and computational cost while maintaining accuracy. The paper focuses on efficiency and performance improvements with no mention of AI safety, alignment, or frontier model concerns, placing it in Class 3 (General Capabilities)."
yUxUNaj2Sl,Does enhanced shape bias improve neural network robustness to common corruptions?,2,False,,,,,,high,"The paper investigates the relationship between shape bias and corruption robustness in standard CNNs trained on ImageNet, concluding that style variation augmentation, not shape bias, drives robustness. This is a study of reliability for narrow vision models with no connection to frontier AI safety, alignment, or catastrophic risk, placing it in Class 2."
zQTezqCCtNx,Improving Adversarial Robustness via Channel-wise Activation Suppressing,2,False,,,,,,high,"This paper addresses adversarial robustness in DNNs by analyzing channel-wise activation patterns and proposing a training suppression method. The focus is on improving robustness of vision models against adversarial examples, which falls under standard adversarial robustness for narrow, architecture-specific models (Class 2) rather than frontier AI safety or general capability improvement."
xnC8YwKUE3k,Clairvoyance: A Pipeline Toolkit for Medical Time Series,3,False,,,,,,high,"The paper introduces a pipeline toolkit for medical time-series ML, focusing on clinical decision support, personalized prediction, and reproducibility. Its primary goal is improving capabilities and usability of ML in healthcare, with no explicit safety or alignment motivation. It does not address frontier AI safety, interpretability of general models, or any of the safety subdomains, so it belongs in Class 3 (General Capabilities)."
v8b3e5jN66j,Conditional Negative Sampling for Contrastive Learning of Visual Representations,3,False,,,,,,high,"This paper focuses on improving contrastive learning for visual representations by introducing conditional negative sampling to enhance representation quality, measured by accuracy on image benchmarks. There is no connection to AI safety, alignment, or frontier model concerns; it is a pure capabilities improvement paper."
xoHdgbQJohv,Multiscale Score Matching for Out-of-Distribution Detection,2,False,,,,,,high,"The paper presents an unsupervised OOD detection method using score matching for image classification tasks (CIFAR-10 vs SVHN). The primary goal is improving reliability in detecting out-of-distribution inputs, which is a standard ML robustness problem for narrow tasks. It does not address frontier AI systems, alignment, or catastrophic risks, and thus falls under Class 2 (Truthfulness, Reliability & XAI)."
uxpzitPEooJ,Graph Coarsening with Neural Networks,3,False,,,,,,high,"The paper proposes a neural network-based method to improve graph coarsening, which is a technique for reducing graph size while preserving properties. There is no mention of AI safety, fairness, or alignment, and the work is purely about computational efficiency and performance. It belongs in Class 3 (General Capabilities)."
vLaHRtHvfFp,PDE-Driven Spatiotemporal Disentanglement,3,False,,,,,,high,"The paper proposes a novel method for predicting spatiotemporal phenomena by leveraging PDE-inspired representations, with no mention of AI safety, alignment, or frontier model concerns. Its primary goal is improving prediction performance on physical and synthetic video datasets, clearly falling under general capabilities."
vK9WrZ0QYQ,Deep Neural Tangent Kernel and Laplace Kernel Have the Same RKHS,3,False,,,,,,high,"The paper proves a theoretical equivalence between the RKHS of deep neural tangent kernels and Laplace kernels on the sphere. This is a pure mathematical contribution to kernel theory and neural network understanding, with no mention of safety, alignment, fairness, or reliability. It does not address frontier AI safety concerns and is therefore classified as General Capabilities."
vVjIW3sEc1s,A Mathematical Exploration of Why Language Models Help Solve Downstream Tasks,3,False,,,,,,high,"The paper provides a theoretical analysis of why language model pretraining benefits downstream classification tasks, focusing on the mathematical connection between next-word prediction and text classification. There is no mention of safety, alignment, or risk; the goal is to understand and explain model capabilities, placing it in General Capabilities."
umIdUL8rMH,BOIL: Towards Representation Change for Few-shot Learning,3,False,,,,,,high,"The paper proposes a modification to MAML for few-shot learning, focusing on representation change to improve cross-domain performance. There is no mention of safety, alignment, ethics, or reliability; the goal is purely enhancing capabilities. Therefore it falls into Class 3 (General Capabilities)."
zWy1uxjDdZJ,Fast Geometric Projections for Local Robustness Certification,2,False,,,,,,high,"The paper proposes a fast geometric projection method for certifying local robustness (ℓ_p-ball consistency) in feed-forward neural networks with piecewise-linear activations. This is a form of adversarial robustness verification for standard neural networks, not specifically framed around frontier AI safety or alignment, and it does not target LLMs, VLMs, or autonomous agents. Therefore, it falls into Class 2 (Truthfulness, Reliability & XAI) as a reliability/certification technique, distinct from Class 4 which requires explicit connection to frontier misalignment or catastrophic risk."
xYGNO86OWDH,Isotropy in the Contextual Embedding Space: Clusters and Manifolds,2,False,,,,,,medium,"The paper investigates geometric properties (isotropy, clusters, manifolds) of contextual embeddings from BERT and ERNIE to improve understanding of deep language models. It does not address AI safety, alignment, or catastrophic risk, nor does it focus on capabilities improvement. The work is best categorized as XAI/transparency for current-generation models, placing it in Class 2."
uAX8q61EVRu,Neural Synthesis of Binaural Speech From Mono Audio,3,False,,,,,,high,"The paper presents a neural method for binaural audio synthesis from mono audio, focusing on spatial accuracy and perceptual quality. There is no connection to AI safety, ethics, or interpretability. It is a straightforward capabilities improvement paper."
wWK7yXkULyh,MONGOOSE: A Learnable LSH Framework for Efficient Neural Network Training,3,False,,,,,,high,"The paper introduces MONGOOSE, a learnable LSH framework aimed at improving memory and time efficiency during neural network training. The primary goal is enhancing performance and scalability, with no connection to AI safety, alignment, or ethical considerations. This clearly places it in Class 3 (General Capabilities)."
wXgk_iCiYGo,A Diffusion Theory For Deep Learning Dynamics: Stochastic Gradient Descent Exponentially Favors Flat Minima,3,False,,,,,,high,"The paper analyzes SGD training dynamics and flat minima selection to explain generalization in deep learning. This is a theoretical contribution to optimization and generalization, with no connection to AI safety, alignment, or frontier model risks. It fits squarely in Class 3 as a general capabilities paper focused on improving performance and understanding."
wpSWuz_hyqA,Grounded Language Learning Fast and Slow,3,False,,,,,,high,"The paper focuses on improving an agent's ability to perform one-shot word learning in a simulated 3D environment using a dual-coding memory, which is a capability enhancement. There is no connection to AI safety, ethics, fairness, truthfulness, or interpretability, placing it squarely in the General Capabilities class."
vcopnwZ7bC,Learning Task Decomposition with Ordered Memory Policy Network,3,False,,,,,,high,"The paper proposes a method for learning task decomposition from demonstrations, focusing on improving performance in hierarchical reinforcement learning tasks. There is no mention of AI safety, alignment, or any connection to frontier model risks; the primary goal is enhancing capabilities and generalization."
tnSo6VRLmT,Efficient Conformal Prediction via Cascaded Inference with Expanded Admission,3,False,,,,,,high,"This paper improves conformal prediction efficiency by expanding the correctness criterion and using cascaded classifiers, with applications in NLP and drug discovery. The primary goal is reducing computational cost and prediction set size while maintaining validity, with no explicit safety or alignment motivation. Thus, it falls under Class 3 (General Capabilities)."
u2YNJPcQlwq,Efficient Empowerment Estimation for Unsupervised Stabilization,3,False,,,,,,high,"The paper proposes an efficient method for estimating empowerment (mutual information) to enable unsupervised stabilization of dynamical systems. The goal is improving control performance without external rewards, which is a general capabilities contribution with no connection to frontier AI safety, alignment, or catastrophic risk. It does not address ethics, fairness, truthfulness, or interpretability for safety, so it falls under Class 3."
xpx9zj7CUlY,Randomized Automatic Differentiation,3,False,,,,,,high,"The paper proposes randomized automatic differentiation to reduce memory usage in gradient computation, focusing on convergence and efficiency for training neural networks and solving PDEs. No aspects of AI safety, alignment, interpretability, or ethics are addressed, placing it firmly in Class 3 (General Capabilities)."
yr1mzrH3IC,Regularization Matters in Policy Optimization - An Empirical Study on Continuous Control,3,False,,,,,,high,"This paper empirically studies regularization techniques in deep reinforcement learning for continuous control tasks, aiming to improve performance and generalization. There is no mention of safety, alignment, or frontier AI concerns, and the focus is purely on capability improvement, placing it in Class 3."
uR9LaO_QxF,Efficient Transformers in Reinforcement Learning using Actor-Learner Distillation,3,False,,,,,,high,"The paper focuses on improving sample efficiency and inference speed in reinforcement learning via actor-learner distillation, with no mention of safety, alignment, or reliability. Its primary goal is enhancing capabilities, placing it in Class 3 (General Capabilities)."
xpFFI_NtgpW,Rethinking Embedding Coupling in Pre-trained Language Models,3,False,,,,,,high,"The paper re-evaluates weight sharing between input and output embeddings in pre-trained language models, focusing on improving parameter efficiency and transfer learning performance on standard NLU benchmarks. There is no mention of safety, alignment, or risk of misalignment, and the goal is purely to enhance model capabilities and generalization. This places it firmly in the General Capabilities class."
uCY5MuAxcxU,Why Are Convolutional Nets More Sample-Efficient than Fully-Connected Nets?,3,False,,,,,,high,"The paper provides a theoretical analysis of sample complexity differences between convolutional and fully-connected neural networks, focusing on generalization and inductive bias. There is no connection to AI safety, alignment, fairness, or reliability; it is a theoretical capabilities study. Therefore, it belongs to Class 3 (General Capabilities)."
y06VOYLcQXa,Private Image Reconstruction from System Side Channels Using Generative Models,1,False,,,,,,medium,"The paper proposes an attack using generative models to reconstruct private images from system side channels, which is a privacy/security concern. It does not address frontier AI safety, alignment, or catastrophic risks. The closest class is Class 1 (Ethics & Fairness) because it involves privacy leakage and ethical implications of ML systems, but it is not about fairness or bias mitigation. It is not Class 2, 3, or 4."
xTJEN-ggl1b,LambdaNetworks: Modeling long-range Interactions without Attention,3,False,,,,,,high,"The paper introduces a new neural network architecture (lambda layers) for capturing long-range interactions, focusing on improving performance and efficiency on vision tasks like ImageNet classification and COCO detection. There is no mention of safety, alignment, interpretability, or any frontier AI safety concerns, so it belongs to Class 3 (General Capabilities)."
unI5ucw_Jk,Explaining by Imitating: Understanding Decisions by Interpretable Policy Learning,2,False,,,,,,medium,"The paper proposes an interpretable policy learning method for understanding human decision-making in healthcare, focusing on transparency and accountability. It does not address AI safety, frontier models, or alignment. It is best categorized as Class 2 (Truthfulness, Reliability & XAI) because its primary goal is interpretability and transparency in decision-making, though applied to human rather than AI models, distinguishing it from Class 4 safety work or Class 3 capabilities."
z5Z023VBmDZ,More or Less: When and How to Build Convolutional Neural Network Ensembles,3,False,,,,,,high,"The paper investigates the trade-off between building larger single CNNs versus ensembles to optimize accuracy under resource constraints. The focus is entirely on performance and efficiency metrics with no connection to AI safety, alignment, ethics, or interpretability, thus it belongs in Class 3 (General Capabilities)."
xjXg0bnoDmS,Entropic gradient descent algorithms and wide flat minima,3,False,,,,,,high,"The paper studies flat minima in neural networks and proposes algorithms (Entropy-SGD, Replicated-SGD) to find flatter minima to improve generalization. There is no mention of safety, alignment, frontier models, or any safety-related motivation or evaluation. The work is purely about improving performance and generalization, placing it in Class 3."
uCQfPZwRaUu,Data-Efficient Reinforcement Learning with Self-Predictive Representations,3,False,,,,,,high,"The paper focuses on improving sample efficiency in deep reinforcement learning using self-supervised objectives (future prediction and data augmentation) for representation learning. The goal is purely performance-oriented (exceeding human scores on Atari games) with no mention of safety, alignment, ethics, or reliability concerns. It belongs in Class 3 (General Capabilities) as it aims to improve agent capabilities without any explicit safety motivation."
xgGS6PmzNq6,On Dyadic Fairness: Exploring and Mitigating Bias in Graph Connections,1,False,,,,,,high,"This paper addresses bias in graph-structured data for link prediction, proposing a method to mitigate disparate impact. This is a standard algorithmic fairness problem with no connection to frontier AI safety, alignment, or catastrophic risks. Therefore, it belongs in Class 1 (Ethics & Fairness)."
vXj_ucZQ4hA,Robust Pruning at Initialization,3,False,,,,,,high,"The paper focuses on pruning neural networks at initialization to improve efficiency and reduce computational resources, with no mention of safety, alignment, or frontier AI concerns. The primary goal is performance and efficiency optimization, which places it in Class 3 (General Capabilities)."
tilovEHA3YS,Learning-based Support Estimation in Sublinear Time,3,False,,,,,,high,"The paper addresses a classical estimation problem (support size estimation) with a machine-learning-based predictor to improve sample complexity and accuracy. There is no connection to AI safety, alignment, or frontier model risks; the goal is pure performance improvement, placing it in Class 3 (General Capabilities)."
v5gjXpmR8J,SSD: A Unified Framework for Self-Supervised Outlier Detection,2,False,,,,,,high,"The paper proposes a self-supervised outlier detection method using representation learning and Mahalanobis distance. It focuses on improving OOD detection performance without any connection to frontier AI safety, misalignment, or catastrophic risk. This aligns with Class 2 (Truthfulness, Reliability & XAI) as a reliability-enhancing technique."
te7PVH1sPxJ,Convex Potential Flows: Universal Probability Distributions with Optimal Transport and Convex Optimization,3,False,,,,,,high,"The paper introduces Convex Potential Flows, a new normalizing flow architecture for density estimation and variational inference. It focuses on improving tractable density modeling, invertibility, and optimal transport, with no mention of safety, alignment, interpretability, or ethical considerations. Therefore, it is purely a general capabilities paper (Class 3)."
tW4QEInpni,When Do Curricula Work?,3,False,,,,,,high,"The paper investigates ordering of training examples (curriculum learning) to improve model performance, which is a general capabilities training technique. There is no connection to frontier AI safety, alignment, or misalignment. The focus is on optimization and data efficiency, not on safety or value alignment."
yvQKLaqNE6M,You Only Need Adversarial Supervision for Semantic Image Synthesis,3,False,,,,,,high,"The paper focuses on improving semantic image synthesis with GANs by redesigning the discriminator as a segmentation network, targeting image quality and diversity. No connection to frontier AI safety, alignment, or ethical concerns. It is a standard generative model improvement, thus Class 3."
uXl3bZLkr3c,Tent: Fully Test-Time Adaptation by Entropy Minimization,3,False,,,,,,high,"This paper presents a test-time adaptation method that minimizes entropy to improve model generalization on corrupted or shifted test data. No aspect of frontier AI safety, alignment, or catastrophic risk is addressed. It is purely a capability-improvement technique, thus belongs in Class 3."
yqPnIRhHtZv,Learning Hyperbolic Representations of Topological Features,3,False,,,,,,high,"The paper proposes a representation learning technique for persistence diagrams in hyperbolic space, aimed at improving performance on graph and image classification tasks. There is no connection to frontier AI safety, alignment, or catastrophic risk. It is purely a capabilities-focused methodology paper, thus fitting Class 3."
wQRlSUZ5V7B,Capturing Label Characteristics in VAEs,3,False,,,,,,high,"The paper presents a novel VAE model (CCVAE) for capturing rich label characteristics in representation learning, focusing on improving generative model performance and enabling smooth interventions. There is no discussion of AI safety, alignment, or frontier model risks; the primary goal is enhancing capabilities in generative modeling."
uKhGRvM8QNH,Improve Object Detection with Feature-based Knowledge Distillation: Towards Accurate and Efficient Detectors,3,False,,,,,,high,"The paper proposes feature-based knowledge distillation methods (attention-guided and non-local distillation) to improve object detection accuracy and efficiency. There is no mention of AI safety, alignment, interpretability, fairness, or truthfulness; the sole goal is performance enhancement. Therefore, it belongs to Class 3 (General Capabilities)."
rsf1z-JSj87,End-to-end Adversarial Text-to-Speech,3,False,,,,,,high,"The paper presents an end-to-end adversarial text-to-speech model focused on improving synthesis quality and efficiency. There is no mention of safety, alignment, or any frontier AI safety concerns, so it is a general capabilities paper."
vQzcqQWIS0q,Learnable Embedding sizes for Recommender Systems,3,False,,,,,,high,"The paper proposes PEP, a method to prune embedding parameters in recommendation models to reduce memory usage and improve efficiency. There is no connection to frontier AI safety, ethics, or reliability beyond standard ML optimization. It is a capabilities-focused contribution to improve performance and efficiency of recommender systems, placing it firmly in Class 3."
tGZu6DlbreV,RNNLogic: Learning Logic Rules for Reasoning on Knowledge Graphs,2,False,,,,,,high,"The paper focuses on learning interpretable logic rules for knowledge graph reasoning, which is a domain-specific explainability task. It does not address frontier AI safety, alignment, or general mechanistic interpretability, so it belongs in Class 2 (Truthfulness, Reliability & XAI)."
sTeoJiB4uR,Reducing the Computational Cost of Deep Generative Models with Binary Neural Networks,3,False,,,,,,high,"The paper aims to reduce computational cost of deep generative models using binary neural networks, with no mention of safety, fairness, or interpretability. It focuses on efficiency and performance optimization, which is a general capabilities improvement. No connection to frontier AI safety or alignment."
sy4Kg_ZQmS7,Learning Deep Features in Instrumental Variable Regression,3,False,,,,,,high,"The paper presents a deep learning method for instrumental variable regression, a causal inference technique. It focuses on improving performance on causal benchmarks and off-policy evaluation, with no mention of AI safety, alignment, or frontier model concerns. This fits squarely under General Capabilities."
rgFNuJHHXv,Group Equivariant Generative Adversarial Networks,3,False,,,,,,high,"The paper introduces group-equivariant convolutions into GAN architectures to improve generative performance and sample efficiency, with no mention of safety, alignment, or risk-related concerns. It focuses on capability improvements (better generation, limited data regime) and thus belongs to Class 3 (General Capabilities)."
xCcdBRQEDW,PlasticineLab: A Soft-Body Manipulation Benchmark with Differentiable Physics,3,False,,,,,,high,"The paper introduces a benchmark for soft-body manipulation tasks using differentiable physics. Its primary goal is to improve skill learning algorithms and provide a tool for future research, with no explicit safety or alignment motivation. It does not address interpretability, fairness, or frontier AI safety, making it a general capabilities contribution."
w2Z2OwVNeK,Plan-Based Relaxed Reward Shaping for Goal-Directed Tasks,3,False,,,,,,high,"The paper introduces Final-Volume-Preserving Reward Shaping (FV-RS) to improve sample efficiency in reinforcement learning for goal-directed tasks, such as simulated robotic manipulation. There is no mention of AI safety, alignment, or frontier model concerns; the primary goal is improving capabilities and efficiency, placing it in Class 3."
tHgJoMfy6nI,Remembering for the Right Reasons: Explanations Reduce Catastrophic Forgetting,3,False,,,,,,high,"The paper proposes a continual learning method that reduces catastrophic forgetting by enforcing consistency of visual explanations during replay. The primary goal is improving task performance across a sequence of tasks, not addressing frontier AI safety or alignment. It belongs to Class 3 (General Capabilities) because the core contribution is an advancement in learning efficiency and performance for continual learning, with safety or reliability as a secondary concern."
v9c7hr9ADKx,UPDeT: Universal Multi-agent RL via Policy Decoupling with Transformers,3,False,,,,,,high,"The paper introduces UPDeT, a transformer-based architecture for multi-agent reinforcement learning that enables generalization across tasks with different observation and action spaces. The primary goal is improving performance, transfer capability, and training speed, with no connection to AI safety, ethics, or reliability beyond standard capabilities."
rkQuFUmUOg3,Rapid Neural Architecture Search by Learning to Generate Graphs from Datasets,3,False,,,,,,high,"The paper proposes MetaD2A, a meta-learning framework for rapid neural architecture search across multiple datasets. Its primary goal is improving efficiency and generalization of NAS, with no connection to AI safety, alignment, or frontier risks. It clearly belongs to Class 3 (General Capabilities) as it focuses on performance and computational efficiency."
rC8sJ4i6kaH,Theoretical Analysis of Self-Training with Deep Networks on Unlabeled Data,3,False,,,,,,high,"The paper provides a theoretical analysis of self-training with deep networks for semi-supervised learning, unsupervised domain adaptation, and unsupervised learning. It focuses on understanding and improving learning algorithms with unlabeled data, which is primarily a general capability contribution with no safety or alignment motivation. There is no connection to frontier AI safety, ethics, truthfulness, or interpretability, so it falls under Class 3."
v9hAX77--cZ,Learning Structural Edits via Incremental Tree Transformations,3,False,,,,,,high,"This paper presents a model for incremental editing of tree-structured data (source code) to improve accuracy over single-pass generation. The primary goal is enhancing performance on code editing tasks, with no connection to AI safety, fairness, or reliability. Therefore, it falls under General Capabilities (Class 3)."
zDy_nQCXiIj,"GAN ""Steerability"" without optimization ",3,False,,,,,,high,"The paper focuses on discovering steering directions in GAN latent spaces for semantically meaningful image transformations, without any optimization. This is a contribution to improving generative model capabilities and interpretability in a narrow domain, not related to frontier AI safety or alignment. The work is clearly about enhancing control over image generation, fitting Class 3 (General Capabilities) rather than safety-focused classes."
rq_Qr0c1Hyo,On the Origin of Implicit Regularization in Stochastic Gradient Descent,3,False,,,,,,high,"This paper studies the implicit regularization effect of SGD through a theoretical analysis showing that SGD with finite learning rates follows gradient flow on a modified loss with a regularizer penalizing minibatch gradient norms. The work focuses on understanding generalization in standard training, with no connection to frontier AI safety or misalignment. It belongs to Class 3 (General Capabilities) as its primary goal is improving performance and understanding optimization."
rALA0Xo6yNJ,Learning to Reach Goals via Iterated Supervised Learning,3,False,,,,,,high,"The paper presents a reinforcement learning algorithm that uses iterated supervised learning to train goal-reaching policies from scratch, with no expert demonstrations. The primary goal is improving performance and robustness of RL, with no mention of safety, alignment, or frontier AI risks, so it falls under General Capabilities."
qrwe7XHTmYb,GShard: Scaling Giant Models with Conditional Computation and Automatic Sharding,3,False,,,,,,high,"The paper focuses on scaling neural network models using conditional computation and automatic sharding for improved performance and efficiency, without any mention of safety, alignment, or interpretability. It is a capabilities-oriented work on large-scale model training."
r28GdiQF7vM,Sharper Generalization Bounds for Learning with Gradient-dominated Objective Functions,3,False,,,,,,high,"The paper derives generalization bounds for stochastic optimization with gradient-dominated objectives, focusing on theoretical analysis of learning algorithms. There is no mention of AI safety, alignment, ethics, or reliability, and the work is purely about improving understanding of generalization in non-convex settings, which falls under general capabilities (Class 3)."
rcQdycl0zyk,Beyond Fully-Connected Layers with Quaternions: Parameterization of Hypercomplex Multiplications with $1/n$ Parameters,3,False,,,,,,high,"The paper proposes parameterizing hypercomplex multiplications to reduce parameters in fully-connected layers. There is no connection to AI safety, alignment, ethics, or fairness; the goal is purely improving efficiency and flexibility. It does not fit Class 1 (ethics/fairness), Class 2 (truthfulness/reliability), or Class 4 (frontier safety)."
tC6iW2UUbJf,What Makes Instance Discrimination Good for Transfer Learning?,3,False,,,,,,high,"The paper investigates instance discrimination pretraining for transfer learning, aiming to understand and improve learned representations for downstream vision tasks. It does not address AI safety, alignment, or frontier model risks; the methods and evaluation are standard for capabilities research. Therefore, it belongs in Class 3 (General Capabilities)."
ujmgfuxSLrO,DeLighT: Deep and Light-weight Transformer,3,False,,,,,,high,"The paper introduces DeLighT, a more parameter-efficient transformer architecture. The primary goal is improving performance and efficiency on machine translation and language modeling tasks, with no connection to AI safety, alignment, or interpretability. It is a clear example of a general capabilities paper."
r-gPPHEjpmw,Hierarchical Reinforcement Learning by Discovering Intrinsic Options,3,False,,,,,,high,"The paper presents a hierarchical reinforcement learning method (HIDIO) focused on improving sample efficiency and success rates in sparse-reward robotic tasks. There is no connection to AI safety, alignment, or frontier risks; it is purely a capabilities improvement paper."
tiqI7w64JG2,On Graph Neural Networks versus Graph-Augmented MLPs,3,False,,,,,,high,"The paper compares GNNs and GA-MLPs in terms of expressive power and learning capabilities, focusing on graph isomorphism testing and community detection. There is no connection to AI safety, ethics, fairness, truthfulness, or any safety-related concerns; it is a theoretical and empirical capabilities study."
qda7-sVg84,Contrastive Behavioral Similarity Embeddings for Generalization in Reinforcement Learning,3,False,,,,,,high,"The paper introduces a policy similarity metric and contrastive representation learning to improve generalization in reinforcement learning across environments. There is no mention of safety, alignment, or frontier model concerns; the focus is purely on enhancing RL generalization capabilities. Therefore, it belongs in Class 3 (General Capabilities)."
