id,title,class,is_safety,motivation_score,methodology_score,evaluation_score,total_score,subdomain,confidence,reasoning
3bcN6xlO6f,Video Action Differencing,3,False,,,,,,high,"The paper introduces a new task (Video Action Differencing) and benchmark for comparing videos of the same action, with applications in coaching and skill learning. There is no connection to AI safety, alignment, or frontier model concerns; it is a capabilities-focused work on video understanding."
5o9JJJPPm6,ComaDICE: Offline Cooperative Multi-Agent Reinforcement Learning with Stationary Distribution Shift Regularization,3,False,,,,,,high,"The paper proposes a new regularization method for offline cooperative multi-agent reinforcement learning to address distributional shift and improve performance. It does not engage with safety, alignment, or any safety subdomains; the focus is purely on improving policy learning from offline data, which is a capabilities contribution. Therefore, it belongs to Class 3."
3tukjsVyrE,Scaling Speech-Text Pre-training with Synthetic Interleaved Data,3,False,,,,,,high,"The paper proposes a method for scaling speech-text pre-training with synthetic interleaved data, achieving state-of-the-art performance on speech language modeling and spoken question answering. There is no mention of safety, alignment, interpretability, or ethics; the primary goal is improving capabilities. Therefore, it belongs to Class 3 (General Capabilities)."
TXfzH933qV,Reliable and Diverse Evaluation of LLM Medical Knowledge Mastery,2,False,,,,,,high,"The paper proposes PretexEval, a framework for generating diverse and reliable test samples from medical knowledge bases to evaluate LLMs' medical knowledge mastery. This focuses on domain-specific reliability and truthfulness, not on frontier AI safety, misalignment, or interpretability, clearly placing it in Class 2 (Truthfulness, Reliability & XAI)."
r1KcapkzCt,Monte Carlo Planning with Large Language Model for Text-Based Game Agents,3,False,,,,,,high,"The paper improves LLM-based planning in text-based games using MCTS and memory mechanisms, focusing on performance and efficiency. There is no safety, alignment, or frontier risk motivation; it is purely a capabilities enhancement for game agents."
ZS7UEI3vG5,Oracle efficient truncated statistics,3,False,,,,,,high,"The paper presents a new efficient algorithm for learning from truncated samples, focusing on computational complexity and query efficiency. There is no connection to AI safety, ethics, or interpretability; it is a purely methodological contribution in statistical learning theory, thus it falls under general capabilities."
PwxYoMvmvy,Beyond Random Masking: When Dropout meets Graph Convolutional Networks,3,False,,,,,,high,"The paper provides a theoretical and empirical analysis of dropout in Graph Convolutional Networks, focusing on understanding regularization, oversmoothing prevention, and performance improvements on graph tasks. There is no mention of AI safety, alignment, or frontier models, so it belongs to Class 3 (General Capabilities)."
dTkqaCKLPp,SCOPE: A Self-supervised Framework for Improving Faithfulness in Conditional Text Generation,2,False,,,,,,high,"The paper proposes a self-supervised method to reduce hallucinations in conditional text generation tasks like summarization, which is a standard reliability improvement for LLMs. This fits Class 2 (Truthfulness, Reliability & XAI) as it addresses current-generation usability issues without advancing general-purpose mechanistic interpretability or frontier misalignment concerns, distinguishing it from Class 4."
ONfWFluZBI,Self-supervised contrastive learning performs non-linear system identification,3,False,,,,,,high,"The paper proposes a self-supervised learning framework for non-linear system identification, focusing on uncovering latent dynamics. There is no mention of AI safety, alignment, or frontier model concerns; it is a methodological contribution to representation learning and dynamical systems, fitting General Capabilities."
gx1wHnf5Vp,Drop-Upcycling: Training Sparse Mixture of Experts with Partial Re-initialization,3,False,,,,,,high,"The paper proposes Drop-Upcycling, a method to improve training of Mixture of Experts models by combining knowledge from pre-trained dense models with partial re-initialization to enhance specialization and performance. The focus is entirely on training efficiency and model capability, with no mention of AI safety, alignment, or any safety-related concerns, placing it clearly in Class 3 (General Capabilities)."
GM7cmQfk2F,Rethinking Neural Multi-Objective Combinatorial Optimization via Neat Weight Embedding,3,False,,,,,,high,"The paper focuses on improving neural multi-objective combinatorial optimization performance through a novel weight embedding method. There is no connection to AI safety, ethics, or alignment; it is purely a capabilities-oriented optimization contribution."
sb1HgVDLjN,Offline Model-Based Optimization by Learning to Rank,3,False,,,,,,high,"The paper introduces a ranking-based method for offline model-based optimization to improve the selection of promising designs, focusing on performance and generalization. There is no connection to AI safety, alignment, or frontier models; it is a general capability improvement technique. Therefore, it belongs in Class 3 (General Capabilities)."
WwmtcGr4lP,GANDALF: Generative AttentioN based Data Augmentation and predictive modeLing Framework for personalized cancer treatment,3,False,,,,,,high,"The paper proposes a generative attention-based data augmentation method for improving drug response prediction in personalized cancer treatment. The primary goal is enhancing predictive performance on a specific medical domain task, with no connection to frontier AI safety, alignment, or general interpretability. It does not fit Class 1 (ethics) or Class 2 (reliability/explainability) as framed, nor does it address safety concerns. Therefore, it belongs to Class 3 as a general capabilities improvement paper."
l11DZY5Nxu,Robust Root Cause Diagnosis using In-Distribution Interventions,3,False,,,,,,high,"This paper proposes a causal inference algorithm for root cause diagnosis in cloud services and industrial systems. The goal is improving diagnostic accuracy, not AI safety. There is no connection to frontier models, alignment, or catastrophic risks, so it belongs in Class 3 (General Capabilities)."
uClUUJk05H,Compositional simulation-based inference for time series,3,False,,,,,,high,"The paper proposes a compositional simulation-based inference method to improve efficiency for time series data. It is a methodological contribution to Bayesian inference with no connection to AI safety, ethical fairness, or truthfulness/reliability. Therefore, it is classified as General Capabilities (Class 3)."
rpwGUtTeA5,UniCBE: An Uniformity-driven Comparing Based Evaluation Framework with Unified Multi-Objective Optimization,3,False,,,,,,high,"The paper proposes an evaluation framework (UniCBE) to improve the accuracy, convergence, and scalability of comparing-based evaluation for LLMs using human preferences. The primary goal is enhancing evaluation efficiency and budget savings, not addressing safety or alignment failures. It falls under Class 3 (General Capabilities) because it focuses on improving a benchmarking/evaluation methodology without an explicit safety motivation, and it does not engage with frontier AI safety concerns such as misalignment, deceptive behavior, or catastrophic risks."
Ouu3HnIVBc,ADAM: An Embodied Causal Agent in Open-World Environments,3,False,,,,,,high,"The paper focuses on building an embodied agent that learns causal world knowledge to improve task completion and generalization in Minecraft. While it mentions interpretability via causal graphs, the primary goal is enhancing capabilities, not addressing frontier AI safety concerns. The interpretability is domain-specific to the Minecraft environment, not general model interpretability for safety, so it falls under Class 3 (General Capabilities)."
eIgGesYKLG,Arithmetic Transformers Can Length-Generalize in Both Operand Length and Count,3,False,,,,,,high,"The paper proposes methods for length generalization in Transformers on arithmetic tasks, which is a pure capabilities improvement. There is no safety or alignment framing, discussion of frontier model risks, or interpretability of model internals. This places it squarely in Class 3 (General Capabilities)."
1Iu2Yte5N6,Rapid Selection and Ordering of In-Context Demonstrations via Prompt Embedding Clustering,3,False,,,,,,high,"The paper studies in-context learning order sensitivity in LLMs and proposes a clustering-based method to speed up demonstration selection. The goal is improved efficiency and performance, not safety, alignment, or risk mitigation, placing it in the General Capabilities class."
h0vC0fm1q7,Sensitivity Verification for Additive Decision Tree Ensembles,2,False,,,,,,high,"This paper develops a formal verification framework for feature sensitivity in additive decision tree ensembles, which are narrow, non-frontier models. The work focuses on reliability and verification, with no connection to frontier AI alignment or catastrophic risk, placing it in Class 2 (Truthfulness, Reliability & XAI)."
4YzVF9isgD,HyperFace: Generating Synthetic Face Recognition Datasets by Exploring Face Embedding Hypersphere,3,False,,,,,,high,"The paper proposes a method (HyperFace) to generate synthetic face recognition datasets to address privacy concerns, but the primary goal is to improve face recognition model performance through better synthetic data generation. This is a capabilities improvement task without explicit safety or alignment motivation, fitting Class 3 (General Capabilities). It does not engage with frontier AI safety, interpretability, or truthfulness issues, and it is not about fairness or bias beyond privacy as a motivation."
75PhjtbBdr,Multi-Label Test-Time Adaptation with Bound Entropy Minimization,3,False,,,,,,high,"The paper proposes a method for multi-label test-time adaptation to handle distribution shifts, focusing on improving classification performance on standard datasets. There is no mention of AI safety, alignment, or frontier model concerns, so it falls under General Capabilities (Class 3)."
UxzKcIZedp,Think Then React: Towards Unconstrained Action-to-Reaction Motion Generation,3,False,,,,,,high,"The paper introduces a language-model-based framework for generating human-like reactions from actions, focusing on improving motion generation performance (e.g., reducing FID). There is no mention of safety, alignment, interpretability, fairness, or any frontier AI risk. The work is purely about advancing a capability (motion generation) for applications like human-robot interaction and games, placing it in Class 3 (General Capabilities)."
p0DjhjPXl3,Stealthy Shield Defense: A Conditional Mutual Information-Based Approach against Black-Box Model Inversion Attacks,1,False,,,,,,high,"This paper proposes a defense against model inversion attacks, which are privacy attacks aimed at reconstructing private training data. The work is centered on privacy protection, a topic traditionally classified under ethics and fairness (Class 1) rather than frontier AI safety, as it does not address misalignment, catastrophic risk, or general understanding of frontier model internals."
tNn6Hskmti,Asymptotic Analysis of Two-Layer Neural Networks after One Gradient Step under Gaussian Mixtures Data with Structure,3,False,,,,,,high,"The paper theoretically analyzes training and generalization of two-layer neural networks under Gaussian mixture data, focusing on performance and equivalence to polynomial models. There is no connection to safety, alignment, ethics, or reliability, placing it firmly in general capabilities research."
Nfd7z9d6Bb,Probabilistic Conformal Prediction with Approximate Conditional Validity,2,False,,,,,,high,"The paper presents a conformal prediction method aimed at improving conditional coverage guarantees, which is a statistical reliability improvement for prediction sets. It does not address frontier AI safety, alignment, or catastrophic risks, and its primary focus is on making predictions more trustworthy in a general sense, thus fitting Class 2 (Truthfulness, Reliability & XAI)."
x83w6yGIWb,Beware of Calibration Data for Pruning Large Language Models,3,False,,,,,,high,"The paper focuses on improving post-training pruning for large language models by studying the effect of calibration data, with the primary goal of reducing costs and improving efficiency. There is no connection to AI safety, fairness, interpretability, or reliability; it is purely a capabilities and efficiency improvement work."
wFg0shwoRe,Expected Return Symmetries,3,False,,,,,,high,"The paper introduces expected return symmetries to improve zero-shot coordination in multi-agent settings. The primary goal is enhancing coordination performance and generalization, not addressing AI safety, alignment, or catastrophic risk. Therefore, it belongs in Class 3 (General Capabilities)."
L14sqcrUC3,TabReD: Analyzing Pitfalls and Filling the Gaps in Tabular Deep Learning Benchmarks,3,False,,,,,,high,"This paper introduces new tabular datasets and benchmarks to evaluate deep learning methods under real-world conditions like distribution shift and feature-rich data. The goal is to improve model evaluation and understand method rankings, with no connection to AI safety, alignment, or frontier model risks. It is a standard capabilities-focused benchmarking effort."
5z9GjHgerY,DPLM-2: A Multimodal Diffusion Protein Language Model,3,False,,,,,,high,"DPLM-2 is a multimodal protein foundation model that jointly models sequences and structures for generative tasks like folding and inverse folding. There is no mention of AI safety, alignment, or frontier model concerns; it is purely a capabilities-focused paper in computational biology."
bqf0aCF3Dd,SOO-Bench: Benchmarks for Evaluating the Stability of Offline Black-Box Optimization,3,False,,,,,,high,"The paper proposes a benchmark (SOO-Bench) for evaluating the stability of offline black-box optimization algorithms applied to real-world tasks like molecular design and mechanical structures. There is no mention of AI safety, alignment, or frontier models; the work focuses on improving optimization methodology and benchmarking, placing it squarely in Class 3 (General Capabilities)."
1eQT9OzfNQ,Long Context Compression with Activation Beacon,3,False,,,,,,high,"The paper proposes a method for compressing long context activations in LLMs to reduce computational and memory costs while maintaining performance. The primary goal is improving efficiency and capabilities, with no mention of safety, alignment, or ethical concerns, placing it in Class 3."
yR47RmND1m,Understanding and Enhancing Safety Mechanisms of LLMs via Safety-Specific Neuron,4,True,3,2,2,7,Interpretability,high,"The paper identifies safety-specific neurons in LLMs and proposes tuning methods to enhance safety, directly addressing frontier AI safety. It belongs to Class 4 because the primary goal is understanding and improving safety mechanisms, with methods and evaluation specifically designed for safety. It is distinguished from Class 2 by its focus on mechanistic interpretability of safety neurons rather than domain-specific explainability."
DTqx3iqjkz,Convergence and Implicit Bias of Gradient Descent on Continual Linear Classification,3,False,,,,,,high,"The paper analyzes convergence and implicit bias of gradient descent in continual linear classification, focusing on task alignment and forgetting. It has no connection to frontier AI safety, interpretability, or alignment, so it belongs to Class 3 (General Capabilities)."
yRKelogz5i,Causally Motivated Sycophancy Mitigation for Large Language Models,4,True,3,2,2,7,Alignment Training,high,"This paper explicitly addresses sycophancy in LLMs, a known alignment failure where models prioritize user preferences over correctness, and proposes a causally motivated method (CAUSM) to mitigate it. The work is squarely within frontier AI safety, focusing on modifying model behavior to remove an unsafe tendency, making it an Alignment Training intervention. It is distinguished from Class 2 by its direct focus on a misalignment problem in frontier models, and from Class 3 by its safety-critical framing and mitigation goal."
VnLhUogHYE,K-HALU: Multiple Answer Korean Hallucination Benchmark for Large Language Models,2,False,,,,,,high,"The paper introduces a Korean benchmark for evaluating hallucination detection in LLMs, focusing on faithfulness and truthfulness of model outputs. This falls under standard truthfulness and reliability concerns (Class 2) rather than frontier AI safety or mechanistic interpretability. The benchmark is a tool for evaluating current-generation LLM issues, not for understanding model internals or addressing misalignment."
VNMJfBBUd5,Activation Gradient based Poisoned Sample Detection Against Backdoor Attacks,2,False,,,,,,high,"The paper proposes a detection method for backdoor attacks on neural networks using gradient circular distributions. This addresses a security and reliability concern for standard classification models, not specifically frontier AI systems or misalignment. Therefore, it falls under Class 2 (Truthfulness, Reliability & XAI) as a defense against data poisoning, distinct from Class 4 which focuses on frontier model safety."
gcouwCx7dG,Improving the Sparse Structure Learning of Spiking Neural Networks from the View of Compression Efficiency,3,False,,,,,,high,"The paper proposes a dynamic sparse structure learning method for Spiking Neural Networks to improve compression efficiency and reduce over-parameterization. The primary goal is enhancing model efficiency and performance, with no connection to AI safety, alignment, or frontier model risks. Thus it belongs to Class 3 (General Capabilities)."
kVrwHLAb20,Ward: Provable RAG Dataset Inference via LLM Watermarks,1,False,,,,,,high,"The paper addresses detection of unauthorized dataset usage in RAG systems via LLM watermarks, which falls under data attribution and copyright protection—a traditional ethics/fairness topic. It does not address frontier AI safety concerns like misalignment or catastrophic risk, so it belongs in Class 1."
x1yOHtFfDh,SPORTU: A Comprehensive Sports Understanding Benchmark for Multimodal Large Language Models,3,False,,,,,,high,"The paper introduces a benchmark for evaluating multimodal LLMs on sports understanding and reasoning tasks, focusing on rule comprehension, strategy, and foul detection. There is no connection to AI safety, alignment, or interpretability; it is purely a capabilities evaluation benchmark. Therefore, it belongs in Class 3 (General Capabilities)."
ngmEcEer8a,The Unreasonable Ineffectiveness of the Deeper Layers,3,False,,,,,,high,"This paper studies layer pruning in LLMs to understand how knowledge is stored in weights. It uses standard benchmarks and finetuning, with no explicit safety or alignment motivation. The work is primarily about model compression and understanding model structure, making it a general capabilities study."
nCrJD7qPJN,Distilling Dataset into Neural Field,3,False,,,,,,high,"The paper introduces DDiF, a method for dataset distillation using neural fields to compress datasets into smaller synthetic ones, aimed at reducing computation and storage costs while maintaining performance. There is no connection to AI safety, ethics, fairness, or interpretability; the work focuses purely on efficiency and generalization, placing it in General Capabilities (Class 3)."
aWXnKanInf,TopoLM: brain-like spatio-functional organization in a topographic language model,3,False,,,,,,high,"The paper develops a transformer language model with explicit spatial representations to mimic brain organization, focusing on neuroscience and cognitive modeling rather than AI safety. It does not address ethics, fairness, truthfulness, or alignment, and its primary goal is not to improve performance but to model biological functional organization, placing it in the general capabilities class."
eIB1UZFcFg,Look Before You Leap: Universal Emergent Mechanism for Retrieval in Language Models,4,True,2,1,1,4,Safeguards,high,"The paper uses causal analysis and mechanistic interpretability to uncover a universal retrieval mechanism across 18 language models, then applies this understanding to build an internal oversight system for mitigating prompt injection. The primary research contribution is interpretability of frontier model internals, with a clear safety application (oversight and defense), placing it in Class 4 (Safeguards) rather than Class 2 (task-specific explanation) or Class 3 (capability improvement)."
uMEsKEiB7J,NovelQA: Benchmarking Question Answering on Documents Exceeding 200K Tokens,3,False,,,,,,high,"The paper introduces NovelQA, a benchmark for evaluating LLMs on long-context understanding using novels. Its primary goal is assessing model capabilities on complex, lengthy inputs, with no connection to AI safety, alignment, or frontier risk. It clearly falls under General Capabilities as it focuses on performance and understanding rather than safety."
NGKQoaqLpo,How new data permeates LLM knowledge and how to dilute it,2,False,,,,,,high,"The paper investigates how new data introduces hallucinatory priming in LLMs and develops two novel techniques to reduce this effect while preserving learning. The primary goal is improving reliability and specificity of knowledge insertion, which fits the truthfulness and reliability class. Although it studies model behavior, it does not advance general mechanistic interpretability or address frontier AI safety alignment directly, and the methods are tailored to hallucination mitigation rather than broader safety concerns."
dgR6i4TSng,Quantum-PEFT: Ultra parameter-efficient fine-tuning,3,False,,,,,,high,"The paper introduces a novel parameter-efficient fine-tuning method using quantum computations, with the primary goal of improving parameter efficiency and performance on transfer learning benchmarks. There is no connection to AI safety, ethics, or alignment, and the work is purely focused on capabilities and efficiency."
wVTJRnZ11Z,When GNNs meet symmetry in ILPs: an orbit-based feature augmentation approach,3,False,,,,,,high,"The paper proposes a feature augmentation method to improve GNN performance on integer linear programs by handling symmetry. It is purely a capabilities improvement for combinatorial optimization, with no mention of safety, alignment, or frontier AI. Thus it belongs in Class 3."
7mlvOHL6qJ,LASeR: Towards Diversified and Generalizable Robot Design with Large Language Models,3,False,,,,,,high,"The paper uses LLMs as search operators for evolutionary robot design, focusing on improving solution diversity and generalizability across tasks. There is no mention of AI safety, alignment, or any safety-relevant concerns; the primary goal is enhancing capabilities in robot design automation."
5wxCQDtbMo,GotenNet: Rethinking Efficient 3D Equivariant Graph Neural Networks,3,False,,,,,,high,"The paper proposes a novel geometric tensor network for 3D equivariant graph neural networks, focusing on improving expressiveness and computational efficiency for molecular property prediction. There is no mention of AI safety, alignment, or frontier AI concerns; the goal is purely to enhance model capabilities on standard molecular benchmarks. Thus it belongs to Class 3 (General Capabilities)."
OJsMGsO6yn,SIM: Surface-based fMRI Analysis for Inter-Subject Multimodal Decoding from Movie-Watching Experiments,2,False,,,,,,high,"This paper presents a method for decoding brain activity from fMRI using surface vision transformers and multimodal alignment, applied to movie-watching experiments. The goal is cross-subject generalization for neurofeedback, which is a domain-specific reliability challenge. The interpretability (attention maps) is applied to a narrow task, not advancing general understanding of frontier AI systems. Therefore, it belongs in Class 2 (Truthfulness, Reliability & XAI) as a medical/neuroscience application."
5pd78GmXC6,Charting the Design Space of Neural Graph Representations for Subgraph Matching,3,False,,,,,,high,"The paper focuses on improving subgraph matching performance via neural graph representation design, with no mention of safety, alignment, or ethical concerns. It is a standard capabilities-driven machine learning contribution."
aQj9Ifxrl6,Group-robust Sample Reweighting for Subpopulation Shifts via Influence Functions,1,False,,,,,,high,"The paper addresses group robustness to subpopulation shifts using influence functions for sample reweighting, which is a standard fairness and robustness problem in machine learning. It focuses on improving worst-group performance and does not engage with frontier AI safety, misalignment, or catastrophic risks, thus belonging to Class 1 (Ethics & Fairness)."
iLUcsecZJp,Why In-Context Learning Models are Good Few-Shot Learners?,3,False,,,,,,high,"The paper studies in-context learning from a learning-to-learn perspective, aiming to understand and improve the capabilities of transformers, with no mention of safety, alignment, or reliability concerns. It proposes strategies like meta-level meta-learning and curriculum learning to enhance ICL performance, placing it squarely in the General Capabilities class."
4sJ2FYE65U,Neural Multi-Objective Combinatorial Optimization via Graph-Image Multimodal Fusion,3,False,,,,,,high,"The paper proposes a multimodal fusion framework to improve neural multi-objective combinatorial optimization, focusing solely on enhancing performance and generalization. There is no connection to AI safety, ethics, truthfulness, or reliability, making it a clear Class 3 paper."
BUj9VSCoET,Efficient Residual Learning with Mixture-of-Experts for Universal Dexterous Grasping,3,False,,,,,,high,"The paper proposes ResDex for universal dexterous grasping, using residual policy learning and Mixture-of-Experts to improve efficiency and generalization. The primary goal is enhancing performance and training efficiency in robotic manipulation. No focus on AI safety, alignment, or frontier model concerns. Thus classified as General Capabilities."
xP1radUi32,Endless Jailbreaks with Bijection Learning,4,True,3,2,2,7,Red-Teaming,high,"This paper presents bijection learning, a novel attack that uses in-context learning to teach LLMs bijective encodings to bypass safety mechanisms, effectively jailbreaking frontier models. It belongs to Class 4 because it focuses on adversarial robustness of LLMs (red-teaming), which is a core AI safety concern, distinct from standard adversarial robustness for narrow vision models (Class 2)."
Za3M6OZuCU,Actions Speak Louder Than Words: Rate-Reward Trade-off in Markov Decision Processes,3,False,,,,,,high,"The paper studies the trade-off between average reward and reliable communication rate in an MDP, proposing a joint control/coding policy called Act2Comm. There is no discussion of AI safety, alignment, ethics, or truthfulness; the goals are purely about optimizing control and communication performance, placing it in Class 3 (General Capabilities)."
OL44KtasKc,SageAttention: Accurate 8-Bit Attention for Plug-and-play Inference Acceleration,3,False,,,,,,high,"The paper focuses on accelerating attention computation through quantization, improving inference speed and efficiency for various models. There is no mention of AI safety, alignment, or risk mitigation, and the work is primarily aimed at performance optimization. Therefore it belongs in Class 3 (General Capabilities)."
tpHqsyZ3YX,ProAdvPrompter: A Two-Stage Journey to Effective Adversarial Prompting for LLMs,4,True,3,2,2,7,Red-Teaming,high,"This paper proposes a two-stage adversarial prompting method (ProAdvPrompter) to automatically generate jailbreak suffixes for LLMs, explicitly motivated by safety concerns and demonstrating high attack success rates against aligned models. This is clearly Class 4 AI safety work, distinct from narrow adversarial robustness (Class 2) as it targets frontier LLMs and focuses on jailbreaking. The subdomain is Red-Teaming because the primary contribution is developing stronger attacks to evaluate safety guardrails."
1qP3lsatCR,NetMoE: Accelerating MoE Training through Dynamic Sample Placement,3,False,,,,,,high,"The paper focuses on accelerating Mixture of Experts (MoE) training by optimizing All-to-All communication through dynamic sample placement, with no mention of safety, alignment, or any frontier AI safety concerns. Its primary goal is improving training efficiency and performance, placing it in Class 3 (General Capabilities)."
w7P92BEsb2,PIED: Physics-Informed Experimental Design for Inverse Problems,3,False,,,,,,high,"The paper introduces PIED, a framework for optimizing experimental design in inverse problems governed by PDEs using physics-informed neural networks. Its primary goal is improving the efficiency and performance of experimental design under limited budget, with no connection to AI ethics, truthfulness, or frontier AI safety."
R2834dhBlo,Neural Interactive Proofs,4,True,3,2,0,5,Scalable Oversight,high,"This paper introduces neural interactive proofs as a framework for a trusted verifier to supervise untrusted neural network provers, building directly on prover-verifier games (Anil et al., 2021), a core scalable oversight method. The explicit motivation is building safer AI systems, and the methods are safety-specific interaction protocols, though the evaluation uses standard capability tasks (graph isomorphism, code validation) rather than safety-specific metrics. It belongs in Class 4 under Scalable Oversight, distinct from Class 2 or 3 due to its focus on supervising potentially misaligned agents."
AJM52ygi6Y,Decentralized Optimization with Coupled Constraints,3,False,,,,,,high,"The paper presents a first-order decentralized optimization algorithm with theoretical convergence guarantees for problems with affine constraints. The primary goal is improving optimization efficiency and convergence rates, with applications in resource allocation and distributed ML. There is no connection to AI safety, ethics, reliability, or alignment, so it falls under Class 3 (General Capabilities)."
5RZoYIT3u6,You Only Prune Once: Designing Calibration-Free Model Compression With Policy Learning,3,False,,,,,,high,"The paper proposes PruneNet, a calibration-free model compression method for LLMs aimed at reducing computational and memory requirements while retaining performance. The primary goal is improving efficiency and scalability, with no explicit safety or alignment motivation, thus it falls under General Capabilities. It does not address interpretability, fairness, or any safety concerns, distinguishing it from other classes."
bc3sUsS6ck,Generative Adapter: Contextualizing Language Models in Parameters with A Single Forward Pass,3,False,,,,,,high,"The paper presents a method for efficient parameter-level adaptation of LLMs to new contexts, focusing on improving performance and reducing computational costs. There is no mention of safety, alignment, fairness, or interpretability, and the primary goal is capability enhancement. Thus, it fits in Class 3 (General Capabilities)."
9EqQC2ct4H,An Efficient Framework for Crediting Data Contributors of Diffusion Models,1,False,,,,,,high,"The paper proposes a method to fairly credit data contributors of diffusion models using Shapley values, which is a classic fairness and ethics problem in machine learning. There is no connection to frontier AI safety, alignment, or catastrophic risk, distinguishing it from Class 4. It does not focus on truthfulness or reliability of outputs (Class 2) nor on general capability improvements (Class 3), instead addressing equitable data valuation."
E36NHwe7Zc,Evaluating Large Language Models through Role-Guide and Self-Reflection: A Comparative Study,2,False,,,,,,high,"The paper focuses on improving LLM truthfulness and calibration by mitigating hallucination and over-reliance on prompt cues, which is a standard reliability issue rather than frontier AI safety. The methods (prompt engineering, fine-tuning with calibrated data) are not safety-specific, and evaluations use QA benchmarks without alignment or catastrophic-risk metrics, placing it in Class 2."
4A9IdSa1ul,FreDF: Learning to Forecast in the Frequency Domain,3,False,,,,,,high,"The paper proposes FreDF, a frequency-domain method to improve multi-step time series forecasting by addressing label correlation bias. It is a methodology-focused capabilities paper with no connection to AI safety, ethics, interpretability, or frontier model alignment. It clearly falls under Class 3: General Capabilities."
e2NRNQ0sZe,Efficient Reinforcement Learning with Large Language Model Priors,3,False,,,,,,high,"The paper proposes leveraging LLMs as action priors to improve sample efficiency in reinforcement learning for sequential decision-making tasks. The primary goal is enhancing capability and efficiency without any focus on AI safety, alignment, or addressing misalignment risks, placing it firmly in Class 3 (General Capabilities)."
